text,label
“@AusNewsNetwork: #BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.” nooooo,agreed
“@AusNewsNetwork: #BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.” NO PLEASE,agreed
@AusNewsNetwork what's happened to the guy!,disagreed
@AusNewsNetwork @richellecox not confirmed,disagreed
@dailytelegraph You're reporting a report? What's your source?,disagreed
@dailytelegraph here's to all the hostages getting safe passage on this day! @ChangeTip #SydneySeige,agreed
“@dailytelegraph: #BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/tk39jmFHSL #2GB @2GB873,agreed
"@Joyce_Karam Yeah , I read about this joker this morning - alleged murder and sex assaults allegations really had my eyebrow raised !",agreed
@Joyce_Karam @ravi_layer seems like an affable chap,agreed
@Joyce_Karam Is he consider as terrorist or just a criminal person  as his faith not Sunni Islam ?,disagreed
"@Joyce_Karam @LibyaLiberty Lots of fancy words being used to describe him. I say - sick, deranged, *expletive* looking for ""suicide by cop"".",agreed
@Joyce_Karam @LibyaLiberty Why was this mad man not behind bars? Ugh,disagreed
RT @nypost Hostages in Sydney cafe made to hold up Islamic flags http://t.co/Gy2uqWoJHt #Australia #Islam #sharia,agreed
@AFP do you enjoy being consistently wrong or is it really inadvertent?,disagreed
"@AFP That's not the flag, just looks like it",disagreed
"“@AFP: #BREAKING Hostages held inside Sydney cafe, Islamic flag held up” oh god",agreed
"NOT the ISIS flag RT “@AFP: #BREAKING Hostages held inside Sydney cafe, Islamic flag held up”",disagreed
"#Australia #ISIS #Terrorism
@AFP: #BREAKING #Hostages held inside #Sydney cafe, Islamic flag held up",agreed
"""@AFP: #BREAKING Hostages held inside Sydney cafe, Islamic flag held up"" &lt;&lt;Terrifying stuff.Nutters&gt;&gt;",agreed
"@AFP this is not an ""Islamic"" flag, not even the ISIS flag. The Islamic community in no way condones these action.",disagreed
"@RT_com That's an exaggeration, get your facts right.",disagreed
@RT_com 50 Hostages now😱 😄 😂 😂 😂,agreed
"@RT_com - ""Approximately 50 hostages"", in the article linked the first few lines says the number is closer to 13.",disagreed
@RT_com nah it's 5000 or maybe 500. Or Whatever sounds more alarming,disagreed
@RT_com dear God!!! 🙏🙏🙏,agreed
"Via ""@RT_com: Approximately 50 hostages may be held captive at #Lindt café –  http://t.co/Zc86kcYoH3 #sydneysiege http://t.co/WrxP2c3FoC""",agreed
"@RT_com There are not 50 hostages, don't know really know if terrorist or not, stop spreading speculation as Fact. #sydneyseige",disagreed
@NijatK @VegasRebs So you don't agree anyone should own a gun but yet when something bad happens you're going to call a cop.. That has a gun,disagreed
"@NijatK @VegasRebs No, it hasn't. http://t.co/l738rb0YBI",disagreed
“@7NewsSydney: The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/d07MMUcpKT http://t.co/PL06PUyfDF”,agreed
@7NewsSydney @Y7News  The Flag has arabic writing on it not Islamic writing.,disagreed
"@7NewsSydney @Y7News 
Unless you've got evidence of this...shut it. 

Sick to death of my emotions being manipulated for money. 
#parasites",disagreed
@7NewsSydney @Y7News Stick to the facts and stop trying to scare thr australian puplic!,disagreed
".@7NewsSydney @HaynesParker1 @Y7News Duh, of course it's ""part of a larger plot"", #Islamic #terrorists hate ppl of all religions",agreed
"Yes: https://t.co/tt33b9GgH2
Note: unconfirmed
@7NewsSydney @2kdei @Y7News
@PzFeed @BBCWorld @ABC",disagreed
RT “@7NewsSydney: The Sydney cafe siege may be part of a larger plot. #MartinPlaceSiege http://t.co/wZ2bmrC2AA http://t.co/qNwgDycEWn”,agreed
"@7NewsSydney @Y7News your coverage is shameful , stick to the facts ...",disagreed
@7NewsSydney @norsepast @Y7News http://t.co/YQTxEeSQem,agreed
“@7NewsSydney: The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/D6ucJKSuNv http://t.co/OSFD2ZhPbz”,agreed
@Melstar71 @7NewsSydney @Y7News their entire coverage has been a joke. See the uni professor explain hypotheticals in hostage situations?,disagreed
“@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/RVD9j6f5lT http://t.co/sBv6UrNZki”,agreed
“@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/93raPq61ni http://t.co/OUpN9xyxYp”,agreed
“@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/QyJhe54VIB http://t.co/SbPRmGjzP4” Oh. My. God. I am SICK!,agreed
@Independent all reports say 13,disagreed
"Sick. ""@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/51vlmPCMq0 http://t.co/pvDLnJIV4h”",agreed
“@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/nUQefLc4ai http://t.co/pPcEVvtXGz”😔😔😔,agreed
@Shayannoying @Independent You cunt.,disagreed
@tomsteinfort who believes Ray Hadley?,disagreed
@tomsteinfort speculation is NOT Journalism,disagreed
"A bit like Hadley then? 

“@tomsteinfort: Ray Hadley spoke with hostage &amp; could hear the gunman barking orders demanding to go live on air”",agreed
@tomsteinfort @Channel9 Do we know the person has a gun?,disagreed
"@tomsteinfort @Channel9 Ray Hadley, the worst muslim baiter in the country?  You listen to that nitwit.",disagreed
@tomsteinfort @9NewsAUS There must be a way to enter that building?,disagreed
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/E2Z4rh0ejA”,agreed
WTF is going on in the world today?! @SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/TAmABq65d2 …,agreed
"“@SkyNews: Live Updates: Siege in Sydney Cafe""

&gt; GUESS WHO....That's right MUSLIMS

http://t.co/eiwP28ZBGf",agreed
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/dhzIV6TVi7”       @emfletch92,agreed
@SkyNews Seriously fed up with this. It has to be stopped. Nowhere is safe nowadays. It's Sydney! Australia doesn't need this s**t now too!,agreed
@SkyNews bollox!,disagreed
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/YiKuQUAAWI”,agreed
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/0UU6MgYjS5”,agreed
@PzFeed not the Islamic flag.....,disagreed
@PzFeed flag remains unidentified.,disagreed
"“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/tiAqp0NuNF http://t.co/LhsZxkRgBU”srsly smhhhh",agreed
"“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/VV4klpGrmN http://t.co/ialxJdZK5I” well fuck",agreed
"“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/UxxV0fIpet http://t.co/dNvD1XgIxb”",agreed
"#BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9E0Vc7tPjO http://t.co/DHHBtysySx via @PzFeed",agreed
"“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/rNyV1Yulxw http://t.co/tF52hwM5FG”",agreed
@PzFeed that's not the Islamic flag...,disagreed
"Smfh RT @PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9kyaXB86AQ http://t.co/2iV8b2Mkiy",agreed
@avitalleibovich link?,disagreed
@AvitalLeibovich do you have a link?,disagreed
@AvitalLeibovich I assume you mean niece?,disagreed
@BreakingNews @AFP @MelissaBellF24 How stupid http://t.co/L4WURw0G0e,disagreed
"Breaking News: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/0tshNCbRNQ @AP",agreed
“@AFP: #UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/sXtqLIsrW4 #CharlieHebdo”,agreed
RT @MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/1AyLT6xi7I,agreed
@RajaChemayel @smallthunderdog @Independent in invitation to getting killed? you utter utter arse.,disagreed
"I'm in London right now, feel free to make an appointment @RajaChemayel @cpjskippy @Independent",disagreed
RT @FRANCE24 #BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/ZF6TGUkOdn #Vincennes http://t.co/501nakgVKN,agreed
"“@SkyNews: Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/1xjZ9bl9Zh http://t.co/InuSlWrXhD”
#Bluehand",agreed
@SkyNews 🙏,disagreed
@SkyNews What about his girlfriend wanted by police ?,disagreed
@SkyNews I thought there was two hostage takers?,disagreed
"@dano1980mufc @SkyNews fucking hell, that's awful",disagreed
@SkyNewsBreak @UKlPVoter good  thats a start,disagreed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” yayyy#boom,agreed
@TelegraphNews @kufr666 got feed in English or Spanish?  I don't speak French. thx,disagreed
@TelegraphNews more to come??? more than 2 boys???,disagreed
"And 8 anonymous. RT@HuffPostUK:4 #CharlieHebdo cartoonists killed:
- Charb
- Cabu
- Tignous
- Wolinski
#JeSuisCharlie http://t.co/YfmU5MWjJC",agreed
@SkyNewsBreak Presume they wanted a #Jewish #hostage. So much for martyrdom. Why a kosher deli particularly?,disagreed
@SkyNewsBreak Why would someone leave their ID-card? Thereafter allegedly seen at a gas station. Now hostage sit. Reports of,disagreed
@SkyNewsBreak  really sad situation,agreed
"@SkyNewsBreak a 3rd shooting at present

Divert Operatons?",disagreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/M54YAHG6kO”,agreed
@AFPphoto,agreed
“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/VlwekK6oQC” More tragedy,agreed
@guardian actually 12 dead #Charlie Hebdo,disagreed
"@BBCtrending How do you know? I thought the graffiti ""artist"" was supposed to be anonymous. @brianstelter @LucilleClerc",disagreed
"By @LucilleClerc http://t.co/E7wLz9siCP via @BBCtrending
By @Independent https://t.co/6vP2N5Jx1x via @amolrajan
#JeSuisCharlie #CharlieHebdo",agreed
Does this cartoon means that hatred cartoons to holy values will continue? @BBCtrending @CanAnayasa @LucilleClerc,disagreed
MT @BBCtrending: widely shared cartoon about the #CharlieHebdo attack  by @LucilleClerc http://t.co/WERHU0jSMO,agreed
"@cnni Thy wil bcum satans aftr death ! kep drmng abt martdm &amp; abt thse 72 virgins n heavn ! N India we mde mny trrorsts, satans n kashmir !o",agreed
"@snowytristan , Hi Betty.. You are in Australia?",disagreed
@NBCNews they were well known by the French/ why didn't they do anything??? then,disagreed
@PrinceMuseum and oh my god the show already sold out in Toronto?!?! damn.,disagreed
@PrinceTaughtMe I don't think it's even been on sale yet,agreed
@mossequ1 @PrinceMuseum @3RDEYEGIRL it's across the country and 4 hours away lol and it's like $300 I think,agreed
"“?!?!? @JillKrajewski @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”",disagreed
"Err, twist? RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",agreed
@LiveNationON Soo... Its tomorrow night!? #Prince @masseyhall,disagreed
@LiveNationON @masseyhall Tomorrow Night?,disagreed
@LiveNationON @masseyhall What about tomorrow night? #Prince in #Toronto still a possibility?,disagreed
"“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @DinaPugliese",agreed
@SBranisteanu @LiveNationON @masseyhall thank you for that tweet!! MUCHO APPRECIATEO,agreed
@ROCKthusiast maybe tomorrow?,disagreed
"@TheSocialCTV I saw Prince in concert 2 years ago in halifax and honestly, was the most boring concert ever! Was so disappointed",disagreed
@TheSocialCTV Where??? #Prince,disagreed
"@CTVNews Next, maybe Vancouver, B.C?",disagreed
@CTVNews  he's still alive???,disagreed
@davidleyes @EntCity: I'm crying as well... Don't you worry!,disagreed
"“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/wWWJlfTuft”oh",agreed
@andybankertv @FOX2now Any chance that's being said for fear of retribution?,disagreed
@andybankertv @FOX2now   Is that the video also?,disagreed
@andybankertv @DavidSTLhss @FOX2now even though his friend and witness to the shooting has admitted to the cigarillo theft?,disagreed
@andybankertv @FOX2now Where's @CNN @cnnbrk  With this breaking news? Police Chief making press conference. #SmokeScreen4Murder #Ferguson,disagreed
@andybankertv @FOX2now why did the store owner say it wasn't him and the friend admitted it was? Have the gotten an explanation,disagreed
@tomman191 @andybankertv @FOX2now And the store owner and the pictures say it wasn't. Why does someone who didn't see it matter?,disagreed
@a_man_in_black @andybankertv @FOX2now @tomman1 I'm not arguing that he deserved to be shot.,disagreed
"@tomman191 @andybankertv @FOX2now So he took off his socks but did nothing else to change his appearance? Obliterated, lol",disagreed
"@andybankertv @FOX2now Thank you for clarifying.  You definitely didn't have to reply to me.  

Have a great day and thanks for the reports",disagreed
@lilfer1234 @andybankertv @FOX2now or maybe the police scared him into saying it was michael brown in the first place?,disagreed
@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.,disagreed
@lilfer1234 @andybankertv @FOX2now you seem to be the only one and that is a testament to your character miss.,agreed
@lilfer1234 @SLEEZAVELLI @andybankertv @FOX2now whose mike smith ?,disagreed
@ithl123 I could tell it wasn't him when I saw the video. @andybankertv @FOX2now,agreed
